"Compound","Dose","Cell line","DepMap ID","Culture","Pool","Vehicle","log2 fold-change","Viability"
"AZ-628","0.3704","ES2_OVARY","ACH-000906","PR500","P101","DMSO","-0.0884","0.941"
"AZ-628","0.01372","SKGT2_STOMACH","ACH-001653","PR300","P126","DMSO","-0.0881","0.941"
"AZ-628","0.004572","TE8_OESOPHAGUS","ACH-000452","PR500","P104","DMSO","-0.0872","0.941"
"AZ-628","0.004572","SKHEP1_LIVER","ACH-000361","PR500","P108","DMSO","-0.0874","0.941"
"AZ-628","10.0","253J_URINARY_TRACT","ACH-000011","PR500","P104","DMSO","-0.0855","0.942"
"AZ-628","0.1235","SNU1076_UPPER_AERODIGESTIVE_TRACT","ACH-000549","PR500","P102","DMSO","-0.0867","0.942"
"AZ-628","0.3704","SW1271_LUNG","ACH-000890","PR500","P117","DMSO","-0.0866","0.942"
"AZ-628","0.3704","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000697","PR300","P950.PRN.2","DMSO","-0.0859","0.942"
"AZ-628","0.01372","JHUEM2_ENDOMETRIUM","ACH-000909","PR500","P106","DMSO","-0.0858","0.942"
"AZ-628","0.01372","LS180_LARGE_INTESTINE","ACH-000957","PR500","P113","DMSO","-0.0857","0.942"
"AZ-628","0.01372","TE6_OESOPHAGUS","ACH-000605","PR500","P115","DMSO","-0.0865","0.942"
"AZ-628","0.01372","MP41_UVEA","ACH-002010","PR300","P125","DMSO","-0.0855","0.942"
"AZ-628","0.04115","MMNK1_BILIARY_TRACT","ACH-001854","PR300","P122","DMSO","-0.0866","0.942"
"AZ-628","0.04115","HDMB03_CENTRAL_NERVOUS_SYSTEM","ACH-001349","PR300","P125","DMSO","-0.0865","0.942"
"AZ-628","1.111","OE33_OESOPHAGUS","ACH-000383","PR500","P109","DMSO","-0.0841","0.943"
"AZ-628","3.333","NCIH727_LUNG","ACH-000775","PR500","P115","DMSO","-0.0851","0.943"
"AZ-628","3.333","CCK81_LARGE_INTESTINE","ACH-000963","PR300","P948.PRN3","DMSO","-0.0852","0.943"
"AZ-628","0.3704","TE8_OESOPHAGUS","ACH-000452","PR500","P104","DMSO","-0.0853","0.943"
"AZ-628","0.3704","PLCPRF5_LIVER","ACH-001318","PR500","P108","DMSO","-0.084","0.943"
"AZ-628","0.01372","FTC133_THYROID","ACH-000903","PR500","P102","DMSO","-0.0841","0.943"
"AZ-628","0.01372","SNU478_BILIARY_TRACT","ACH-000377","PR300","P956.PRN.2","DMSO","-0.0842","0.943"
"AZ-628","0.04115","EWS502_BONE","ACH-000279","PR300","P944.PRN3","DMSO","-0.0851","0.943"
"AZ-628","1.111","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000838","PR300","P950.PRN.2","DMSO","-0.0834","0.944"
"AZ-628","0.1235","ACHN_KIDNEY","ACH-000046","PR500","P110","DMSO","-0.0831","0.944"
"AZ-628","0.1235","RDES_BONE","ACH-000041","PR300","P948.PRN3","DMSO","-0.0836","0.944"
"AZ-628","0.01372","NCIH2171_LUNG","ACH-000525","PR300","P953.PRN.2","DMSO","-0.0835","0.944"
"AZ-628","0.01372","CHLA15_AUTONOMIC_GANGLIA","ACH-001300","PR300","P956.PRN.2","DMSO","-0.0834","0.944"
"AZ-628","0.04115","TGBC52TKB_BILIARY_TRACT","ACH-001862","PR300","P126","DMSO","-0.0838","0.944"
"AZ-628","0.004572","T47D_BREAST","ACH-000147","PR500","P114","DMSO","-0.0838","0.944"
"AZ-628","0.004572","921_UVEA","ACH-001441","PR300","P124","DMSO","-0.0831","0.944"
"AZ-628","0.004572","TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000387","PR300","P951.PRN.2","DMSO","-0.0824","0.944"
"AZ-628","0.004572","NCIH2196_LUNG","ACH-000399","PR300","P956.PRN.2","DMSO","-0.0834","0.944"
"AZ-628","0.1235","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","ACH-000961","PR500","P101","DMSO","-0.0814","0.945"
"AZ-628","0.1235","HCT15_LARGE_INTESTINE","ACH-000997","PR500","P104","DMSO","-0.0811","0.945"
"AZ-628","0.1235","JHOS2_OVARY","ACH-000132","PR500","P114","DMSO","-0.0822","0.945"
"AZ-628","0.1235","SNU638_STOMACH","ACH-001664","PR300","P121","DMSO","-0.0818","0.945"
"AZ-628","0.1235","UMRC7_KIDNEY","ACH-001688","PR300","P126","DMSO","-0.0812","0.945"
"AZ-628","0.01372","RDES_BONE","ACH-000041","PR300","P948.PRN3","DMSO","-0.0812","0.945"
"AZ-628","0.04115","MELJUSO_SKIN","ACH-000881","PR500","P112","DMSO","-0.0811","0.945"
"AZ-628","0.004572","NCIH1793_LUNG","ACH-000888","PR500","P107","DMSO","-0.082","0.945"
"AZ-628","0.004572","SNU1196_BILIARY_TRACT","ACH-000461","PR500","P113","DMSO","-0.0815","0.945"
"AZ-628","0.004572","SNU46_UPPER_AERODIGESTIVE_TRACT","ACH-000500","PR500","P120","DMSO","-0.0814","0.945"
"AZ-628","0.004572","9505BIK_PANCREAS","ACH-001999","PR300","P124","DMSO","-0.0809","0.945"
"AZ-628","1.111","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001677","PR300","P953.PRN.2","DMSO","-0.0805","0.946"
"AZ-628","0.3704","MHHES1_BONE","ACH-000391","PR500","P111","DMSO","-0.0794","0.946"
"AZ-628","0.3704","JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000995","PR300","P950.PRN.2","DMSO","-0.0802","0.946"
"AZ-628","0.01372","NCIH322_LUNG","ACH-000837","PR500","P107","DMSO","-0.0803","0.946"
"AZ-628","0.01372","CORL23_LUNG","ACH-000662","PR500","P107","DMSO","-0.0797","0.946"
"AZ-628","0.01372","NCIH2009_LUNG","ACH-000886","PR500","P110","DMSO","-0.0801","0.946"
"AZ-628","0.01372","ZR751_BREAST","ACH-000097","PR500","P115","DMSO","-0.0795","0.946"
"AZ-628","0.04115","PANC0813_PANCREAS","ACH-000417","PR500","P116","DMSO","-0.0794","0.946"
"AZ-628","0.004572","RMSYM_SOFT_TISSUE","ACH-002048","PR300","P123","DMSO","-0.0806","0.946"
"AZ-628","0.004572","SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000059","PR300","P956.PRN.2","DMSO","-0.0808","0.946"
"AZ-628","10.0","SNUC4_LARGE_INTESTINE","ACH-000959","PR500","P114","DMSO","-0.0787","0.947"
"AZ-628","3.333","HCC1195_LUNG","ACH-000868","PR500","P112","DMSO","-0.0788","0.947"
"AZ-628","0.1235","NCIH157DM_LUNG","ACH-000921","PR500","P107","DMSO","-0.079","0.947"
"AZ-628","0.1235","TM31_CENTRAL_NERVOUS_SYSTEM","ACH-000592","PR500","P116","DMSO","-0.0789","0.947"
"AZ-628","0.1235","PANC0403_PANCREAS","ACH-000235","PR500","P117","DMSO","-0.0785","0.947"
"AZ-628","0.3704","BL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001449","PR300","P950.PRN.2","DMSO","-0.0784","0.947"
"AZ-628","0.3704","RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000922","PR300","P951.PRN.2","DMSO","-0.0787","0.947"
"AZ-628","0.3704","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000763","PR300","P953.PRN.2","DMSO","-0.0789","0.947"
"AZ-628","0.04115","VMRCRCZ_KIDNEY","ACH-000171","PR500","P114","DMSO","-0.0785","0.947"
"AZ-628","0.04115","HKGZCC_BILIARY_TRACT","ACH-001852","PR300","P125","DMSO","-0.0787","0.947"
"AZ-628","0.04115","OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001148","PR300","P954.PRN.2","DMSO","-0.0781","0.947"
"AZ-628","10.0","RH4_SOFT_TISSUE","ACH-001765","PR300","P945.PRN3","DMSO","-0.077","0.948"
"AZ-628","1.111","HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000914","PR300","P950.PRN.2","DMSO","-0.0774","0.948"
"AZ-628","3.333","UMRC7_KIDNEY","ACH-001688","PR300","P126","DMSO","-0.0778","0.948"
"AZ-628","0.1235","EFE184_ENDOMETRIUM","ACH-000435","PR300","P948.PRN3","DMSO","-0.0771","0.948"
"AZ-628","0.3704","A388_SKIN","ACH-001442","PR300","P123","DMSO","-0.0775","0.948"
"AZ-628","0.04115","HCA1_CERVIX","ACH-001513","PR300","P123","DMSO","-0.0764","0.948"
"AZ-628","0.04115","PFSK1_CENTRAL_NERVOUS_SYSTEM","ACH-001711","PR300","P125","DMSO","-0.0765","0.948"
"AZ-628","0.04115","SKNFI_AUTONOMIC_GANGLIA","ACH-000341","PR300","P946.PRN3","DMSO","-0.0769","0.948"
"AZ-628","0.004572","5637_URINARY_TRACT","ACH-000905","PR500","P107","DMSO","-0.0772","0.948"
"AZ-628","3.333","OE19_OESOPHAGUS","ACH-000679","PR500","P111","DMSO","-0.0748","0.949"
"AZ-628","0.1235","JAR_PLACENTA","ACH-001529","PR300","P121","DMSO","-0.076","0.949"
"AZ-628","0.3704","BEN_LUNG","ACH-000603","PR500","P106","DMSO","-0.0762","0.949"
"AZ-628","0.3704","CJM_SKIN","ACH-000458","PR500","P109","DMSO","-0.0757","0.949"
"AZ-628","0.01372","HCC1438_LUNG","ACH-000891","PR500","P109","DMSO","-0.075","0.949"
"AZ-628","0.01372","NCIH650_LUNG","ACH-000945","PR500","P117","DMSO","-0.0756","0.949"
"AZ-628","0.01372","PACADD161_PANCREAS","ACH-001379","PR300","P121","DMSO","-0.0755","0.949"
"AZ-628","0.01372","SHP77_LUNG","ACH-000790","PR300","P956.PRN.2","DMSO","-0.0749","0.949"
"AZ-628","0.004572","G292CLONEA141B1_BONE","ACH-000082","PR300","P944.PRN3","DMSO","-0.0759","0.949"
"AZ-628","10.0","MP41_UVEA","ACH-002010","PR300","P125","DMSO","-0.074","0.95"
"AZ-628","1.111","SKN_ENDOMETRIUM","ACH-001655","PR300","P125","DMSO","-0.0745","0.95"
"AZ-628","3.333","TC32_BONE","ACH-001205","PR300","P944.PRN3","DMSO","-0.0747","0.95"
"AZ-628","0.1235","KYSE410_OESOPHAGUS","ACH-000809","PR500","P111","DMSO","-0.0736","0.95"
"AZ-628","0.3704","OVKATE_OVARY","ACH-000443","PR300","P949.PRN3","DMSO","-0.0738","0.95"
"AZ-628","0.04115","EFO27_OVARY","ACH-000936","PR500","P102","DMSO","-0.0743","0.95"
"AZ-628","0.1235","HCC44_LUNG","ACH-000667","PR500","P104","DMSO","-0.0728","0.951"
"AZ-628","0.3704","NCIH1838_LUNG","ACH-000733","PR500","P106","DMSO","-0.0724","0.951"
"AZ-628","0.3704","UMUC10_URINARY_TRACT","ACH-001412","PR300","P121","DMSO","-0.0724","0.951"
"AZ-628","0.3704","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000838","PR300","P950.PRN.2","DMSO","-0.0732","0.951"
"AZ-628","0.01372","JHOM1_OVARY","ACH-000237","PR500","P116","DMSO","-0.0731","0.951"
"AZ-628","0.01372","94T778_SOFT_TISSUE","ACH-001795","PR300","P125","DMSO","-0.0728","0.951"
"AZ-628","0.01372","RHJT_SOFT_TISSUE","ACH-001745","PR300","P945.PRN3","DMSO","-0.0725","0.951"
"AZ-628","0.04115","SNU61_LARGE_INTESTINE","ACH-000532","PR500","P103","DMSO","-0.0725","0.951"
"AZ-628","0.004572","MON_SOFT_TISSUE","ACH-001128","PR300","P944.PRN3","DMSO","-0.0722","0.951"
"AZ-628","0.004572","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000065","PR300","P950.PRN.2","DMSO","-0.0721","0.951"
"AZ-628","10.0","LXF289_LUNG","ACH-000787","PR500","P110","DMSO","-0.0708","0.952"
"AZ-628","10.0","T3M10_LUNG","ACH-000813","PR500","P112","DMSO","-0.0715","0.952"
"AZ-628","10.0","LPS141_SOFT_TISSUE","ACH-001799","PR300","P124","DMSO","-0.0713","0.952"
"AZ-628","0.1235","SKES1_BONE","ACH-000087","PR500","P113","DMSO","-0.0714","0.952"
"AZ-628","0.1235","HCC38_BREAST","ACH-000276","PR500","P117","DMSO","-0.0705","0.952"
"AZ-628","0.3704","HUH7_LIVER","ACH-000480","PR500","P109","DMSO","-0.0703","0.952"
"AZ-628","0.01372","CAL27_UPPER_AERODIGESTIVE_TRACT","ACH-000832","PR500","P105","DMSO","-0.0709","0.952"
"AZ-628","0.004572","NCIH196_LUNG","ACH-000752","PR300","P949.PRN3","DMSO","-0.0709","0.952"
"AZ-628","0.004572","WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000534","PR300","P951.PRN.2","DMSO","-0.071","0.952"
"AZ-628","10.0","SNU216_STOMACH","ACH-000466","PR300","P947.PRN3","DMSO","-0.0691","0.953"
"AZ-628","10.0","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000938","PR300","P952.PRN.2","DMSO","-0.0692","0.953"
"AZ-628","1.111","NCIH1838_LUNG","ACH-000733","PR500","P106","DMSO","-0.0696","0.953"
"AZ-628","1.111","LK2_LUNG","ACH-000769","PR500","P116","DMSO","-0.0702","0.953"
"AZ-628","1.111","NCIH23_LUNG","ACH-000900","PR500","P117","DMSO","-0.0701","0.953"
"AZ-628","3.333","DANG_PANCREAS","ACH-000243","PR500","P114","DMSO","-0.069","0.953"
"AZ-628","0.3704","MP41_UVEA","ACH-002010","PR300","P125","DMSO","-0.0696","0.953"
"AZ-628","0.3704","SNU2372_BREAST","ACH-001662","PR300","P126","DMSO","-0.0688","0.953"
"AZ-628","3.333","SW156_KIDNEY","ACH-001398","PR300","P123","DMSO","-0.0672","0.954"
"AZ-628","3.333","MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000453","PR300","P950.PRN.2","DMSO","-0.068","0.954"
"AZ-628","0.1235","CJM_SKIN","ACH-000458","PR500","P109","DMSO","-0.0681","0.954"
"AZ-628","0.3704","HUH28_BILIARY_TRACT","ACH-000808","PR500","P120","DMSO","-0.0683","0.954"
"AZ-628","0.3704","BHY_UPPER_AERODIGESTIVE_TRACT","ACH-000548","PR300","P949.PRN3","DMSO","-0.0678","0.954"
"AZ-628","0.01372","JHH7_LIVER","ACH-000848","PR500","P118","DMSO","-0.0679","0.954"
"AZ-628","0.01372","H357_UPPER_AERODIGESTIVE_TRACT","ACH-001509","PR300","P125","DMSO","-0.0679","0.954"
"AZ-628","0.04115","HEC1B_ENDOMETRIUM","ACH-000941","PR500","P103","DMSO","-0.0676","0.954"
"AZ-628","0.04115","RT112_URINARY_TRACT","ACH-000473","PR500","P112","DMSO","-0.0684","0.954"
"AZ-628","0.04115","G415_BILIARY_TRACT","ACH-001850","PR300","P122","DMSO","-0.0686","0.954"
"AZ-628","10.0","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000838","PR300","P950.PRN.2","DMSO","-0.0663","0.955"
"AZ-628","3.333","KELLY_AUTONOMIC_GANGLIA","ACH-000259","PR300","P945.PRN3","DMSO","-0.0663","0.955"
"AZ-628","0.1235","SNU878_LIVER","ACH-000686","PR300","P948.PRN3","DMSO","-0.0665","0.955"
"AZ-628","0.1235","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000763","PR300","P953.PRN.2","DMSO","-0.0663","0.955"
"AZ-628","0.3704","SW1990_PANCREAS","ACH-000155","PR500","P115","DMSO","-0.0668","0.955"
"AZ-628","0.3704","DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000056","PR300","P952.PRN.2","DMSO","-0.0667","0.955"
"AZ-628","0.01372","HEC116_ENDOMETRIUM","ACH-001518","PR300","P121","DMSO","-0.0665","0.955"
"AZ-628","0.04115","KMRC1_KIDNEY","ACH-000684","PR500","P106","DMSO","-0.0666","0.955"
"AZ-628","1.111","SNU398_LIVER","ACH-000221","PR500","P109","DMSO","-0.0648","0.956"
"AZ-628","3.333","SKOV3_OVARY","ACH-000811","PR500","P106","DMSO","-0.0651","0.956"
"AZ-628","3.333","CHLA15_AUTONOMIC_GANGLIA","ACH-001300","PR300","P956.PRN.2","DMSO","-0.0645","0.956"
"AZ-628","0.1235","LC1SQSF_LUNG","ACH-001113","PR500","P111","DMSO","-0.0644","0.956"
"AZ-628","0.1235","UMRC3_KIDNEY","ACH-001687","PR300","P123","DMSO","-0.0651","0.956"
"AZ-628","0.3704","TE5_OESOPHAGUS","ACH-000408","PR500","P112","DMSO","-0.0656","0.956"
"AZ-628","0.3704","SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000059","PR300","P956.PRN.2","DMSO","-0.0644","0.956"
"AZ-628","0.04115","SW620_LARGE_INTESTINE","ACH-000651","PR500","P108","DMSO","-0.0645","0.956"
"AZ-628","0.04115","C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000206","PR300","P951.PRN.2","DMSO","-0.0652","0.956"
"AZ-628","0.004572","93T449_SOFT_TISSUE","ACH-001794","PR300","P124","DMSO","-0.0656","0.956"
"AZ-628","10.0","NCIH1944_LUNG","ACH-000414","PR500","P115","DMSO","-0.0635","0.957"
"AZ-628","3.333","NZOV9_OVARY","ACH-001991","PR300","P951.PRN.2","DMSO","-0.0641","0.957"
"AZ-628","0.3704","GI1_CENTRAL_NERVOUS_SYSTEM","ACH-000756","PR500","P111","DMSO","-0.0634","0.957"
"AZ-628","0.3704","HEC6_ENDOMETRIUM","ACH-000984","PR500","P118","DMSO","-0.0631","0.957"
"AZ-628","0.01372","LNZ308_CENTRAL_NERVOUS_SYSTEM","ACH-000760","PR300","P947.PRN3","DMSO","-0.0636","0.957"
"AZ-628","0.04115","SH10TC_STOMACH","ACH-000764","PR500","P119","DMSO","-0.0638","0.957"
"AZ-628","0.04115","IHH4_THYROID","ACH-001528","PR300","P121","DMSO","-0.064","0.957"
"AZ-628","0.04115","NCIH524_LUNG","ACH-000816","PR300","P953.PRN.2","DMSO","-0.0637","0.957"
"AZ-628","0.004572","PANC0203_PANCREAS","ACH-000042","PR500","P115","DMSO","-0.064","0.957"
"AZ-628","0.1235","OVK18_OVARY","ACH-000947","PR500","P102","DMSO","-0.0624","0.958"
"AZ-628","0.1235","SKUT1_SOFT_TISSUE","ACH-000939","PR500","P108","DMSO","-0.0621","0.958"
"AZ-628","0.1235","SKNFI_AUTONOMIC_GANGLIA","ACH-000341","PR300","P946.PRN3","DMSO","-0.0622","0.958"
"AZ-628","0.1235","RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000371","PR300","P952.PRN.2","DMSO","-0.0619","0.958"
"AZ-628","0.3704","OCIC4P_OVARY","ACH-001719","PR300","P126","DMSO","-0.062","0.958"
"AZ-628","0.01372","SH10TC_STOMACH","ACH-000764","PR500","P119","DMSO","-0.0617","0.958"
"AZ-628","0.01372","KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000419","PR300","P950.PRN.2","DMSO","-0.0624","0.958"
"AZ-628","0.04115","HUO9_BONE","ACH-001526","PR300","P126","DMSO","-0.0614","0.958"
"AZ-628","0.004572","SKGII_ENDOMETRIUM","ACH-001652","PR300","P123","DMSO","-0.0616","0.958"
"AZ-628","10.0","KP4_PANCREAS","ACH-000265","PR500","P101","DMSO","-0.0608","0.959"
"AZ-628","3.333","BT549_BREAST","ACH-000288","PR500","P119","DMSO","-0.0601","0.959"
"AZ-628","0.1235","HDQP1_BREAST","ACH-000643","PR500","P116","DMSO","-0.0611","0.959"
"AZ-628","0.1235","CH157MN_CENTRAL_NERVOUS_SYSTEM","ACH-000025","PR300","P947.PRN3","DMSO","-0.0607","0.959"
"AZ-628","0.3704","MSTO211H_PLEURA","ACH-000335","PR500","P114","DMSO","-0.0601","0.959"
"AZ-628","0.3704","CADOES1_BONE","ACH-000210","PR300","P945.PRN3","DMSO","-0.0597","0.959"
"AZ-628","0.01372","MDAMB175VII_BREAST","ACH-000759","PR500","P116","DMSO","-0.0604","0.959"
"AZ-628","0.04115","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000763","PR300","P953.PRN.2","DMSO","-0.0606","0.959"
"AZ-628","1.111","TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000197","PR300","P955.PRN.2","DMSO","-0.0589","0.96"
"AZ-628","0.1235","GCT_SOFT_TISSUE","ACH-000835","PR500","P112","DMSO","-0.0588","0.96"
"AZ-628","0.1235","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001677","PR300","P953.PRN.2","DMSO","-0.0592","0.96"
"AZ-628","0.3704","HUG1N_STOMACH","ACH-000239","PR300","P953.PRN.2","DMSO","-0.0583","0.96"
"AZ-628","0.01372","GCT27_TESTIS","ACH-001502","PR300","P122","DMSO","-0.0596","0.96"
"AZ-628","10.0","HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000004","PR300","P951.PRN.2","DMSO","-0.057","0.961"
"AZ-628","1.111","TOV112D_OVARY","ACH-000048","PR500","P102","DMSO","-0.0568","0.961"
"AZ-628","3.333","CAL51_BREAST","ACH-000856","PR500","P110","DMSO","-0.0569","0.961"
"AZ-628","0.1235","CALU1_LUNG","ACH-000511","PR500","P106","DMSO","-0.0569","0.961"
"AZ-628","0.3704","RERFLCAD2_LUNG","ACH-000774","PR500","P109","DMSO","-0.0572","0.961"
"AZ-628","0.01372","TGBC1TKB_BILIARY_TRACT","ACH-001861","PR300","P123","DMSO","-0.058","0.961"
"AZ-628","0.01372","EKVX_LUNG","ACH-000706","PR300","P956.PRN.2","DMSO","-0.0572","0.961"
"AZ-628","0.04115","SKLMS1_SOFT_TISSUE","ACH-000145","PR300","P122","DMSO","-0.0573","0.961"
"AZ-628","0.04115","JHUEM7_ENDOMETRIUM","ACH-000993","PR300","P956.PRN.2","DMSO","-0.0575","0.961"
"AZ-628","0.004572","C75_LARGE_INTESTINE","ACH-001458","PR300","P126","DMSO","-0.0569","0.961"
"AZ-628","10.0","VMRCRCZ_KIDNEY","ACH-000171","PR500","P114","DMSO","-0.0554","0.962"
"AZ-628","10.0","UMRC7_KIDNEY","ACH-001688","PR300","P126","DMSO","-0.0555","0.962"
"AZ-628","3.333","SNUC4_LARGE_INTESTINE","ACH-000959","PR500","P114","DMSO","-0.0565","0.962"
"AZ-628","0.3704","TASK1_CENTRAL_NERVOUS_SYSTEM","ACH-001670","PR300","P125","DMSO","-0.0563","0.962"
"AZ-628","0.3704","NCIH2171_LUNG","ACH-000525","PR300","P953.PRN.2","DMSO","-0.0561","0.962"
"AZ-628","0.01372","SNU2372_BREAST","ACH-001662","PR300","P126","DMSO","-0.0555","0.962"
"AZ-628","0.04115","UACC257_SKIN","ACH-000579","PR500","P118","DMSO","-0.0553","0.962"
"AZ-628","10.0","SNU685_ENDOMETRIUM","ACH-000407","PR500","P103","DMSO","-0.0542","0.963"
"AZ-628","0.1235","NCIH1568_LUNG","ACH-000869","PR500","P115","DMSO","-0.0544","0.963"
"AZ-628","0.1235","SKLMS1_SOFT_TISSUE","ACH-000145","PR300","P122","DMSO","-0.055","0.963"
"AZ-628","0.01372","SNU1214_UPPER_AERODIGESTIVE_TRACT","ACH-000715","PR500","P120","DMSO","-0.0545","0.963"
"AZ-628","0.01372","MB1_THYROID","ACH-001356","PR300","P126","DMSO","-0.0543","0.963"
"AZ-628","10.0","SKES1_BONE","ACH-000087","PR300","P946.PRN3","DMSO","-0.053","0.964"
"AZ-628","1.111","SNU840_OVARY","ACH-000280","PR500","P107","DMSO","-0.0523","0.964"
"AZ-628","0.3704","COLO668_LUNG","ACH-000803","PR500","P103","DMSO","-0.0531","0.964"
"AZ-628","0.3704","HCC95_LUNG","ACH-000454","PR500","P112","DMSO","-0.0525","0.964"
"AZ-628","1.111","8MGBA_CENTRAL_NERVOUS_SYSTEM","ACH-000137","PR500","P105","DMSO","-0.0518","0.965"
"AZ-628","1.111","BEN_LUNG","ACH-000603","PR500","P106","DMSO","-0.0517","0.965"
"AZ-628","3.333","COLO741_SKIN","ACH-000582","PR500","P116","DMSO","-0.0508","0.965"
"AZ-628","3.333","COV318_OVARY","ACH-000256","PR300","P948.PRN3","DMSO","-0.0507","0.965"
"AZ-628","0.1235","EKVX_LUNG","ACH-000706","PR300","P956.PRN.2","DMSO","-0.0516","0.965"
"AZ-628","0.3704","NCIH1573_LUNG","ACH-000916","PR500","P106","DMSO","-0.0507","0.965"
"AZ-628","0.3704","TE15_OESOPHAGUS","ACH-000353","PR300","P947.PRN3","DMSO","-0.0516","0.965"
"AZ-628","0.01372","NCIH2122_LUNG","ACH-000311","PR500","P114","DMSO","-0.052","0.965"
"AZ-628","0.01372","HS729_SOFT_TISSUE","ACH-000133","PR500","P115","DMSO","-0.0517","0.965"
"AZ-628","0.01372","NCIH196_LUNG","ACH-000752","PR300","P949.PRN3","DMSO","-0.0513","0.965"
"AZ-628","0.04115","PANC0203_PANCREAS","ACH-000042","PR500","P115","DMSO","-0.0516","0.965"
"AZ-628","1.111","MHHES1_BONE","ACH-000391","PR300","P946.PRN3","DMSO","-0.0495","0.966"
"AZ-628","1.111","LN382_CENTRAL_NERVOUS_SYSTEM","ACH-000215","PR300","P947.PRN3","DMSO","-0.0495","0.966"
"AZ-628","0.1235","U2OS_BONE","ACH-000364","PR300","P944.PRN3","DMSO","-0.0501","0.966"
"AZ-628","0.1235","HS683_CENTRAL_NERVOUS_SYSTEM","ACH-000067","PR300","P947.PRN3","DMSO","-0.0494","0.966"
"AZ-628","0.3704","CAOV3_OVARY","ACH-000713","PR500","P119","DMSO","-0.0494","0.966"
"AZ-628","0.3704","HOS_BONE","ACH-000613","PR300","P944.PRN3","DMSO","-0.0502","0.966"
"AZ-628","0.01372","PECAPJ15_UPPER_AERODIGESTIVE_TRACT","ACH-000619","PR500","P103","DMSO","-0.0499","0.966"
"AZ-628","0.01372","RMSYM_SOFT_TISSUE","ACH-002048","PR300","P123","DMSO","-0.0496","0.966"
"AZ-628","0.004572","ABC1_LUNG","ACH-000528","PR500","P113","DMSO","-0.0499","0.966"
"AZ-628","0.004572","SNU1079_BILIARY_TRACT","ACH-000209","PR500","P119","DMSO","-0.0504","0.966"
"AZ-628","10.0","SNU423_LIVER","ACH-000493","PR500","P115","DMSO","-0.0481","0.967"
"AZ-628","3.333","SUIT2_PANCREAS","ACH-000652","PR500","P104","DMSO","-0.0481","0.967"
"AZ-628","3.333","ZR751_BREAST","ACH-000097","PR500","P115","DMSO","-0.0487","0.967"
"AZ-628","0.1235","CAL54_KIDNEY","ACH-000457","PR500","P101","DMSO","-0.0487","0.967"
"AZ-628","0.1235","TE10_OESOPHAGUS","ACH-000318","PR500","P118","DMSO","-0.0479","0.967"
"AZ-628","0.3704","NCIH1915_LUNG","ACH-000434","PR500","P120","DMSO","-0.0482","0.967"
"AZ-628","0.01372","647V_URINARY_TRACT","ACH-000896","PR500","P101","DMSO","-0.0489","0.967"
"AZ-628","0.01372","639V_URINARY_TRACT","ACH-000973","PR500","P104","DMSO","-0.0491","0.967"
"AZ-628","0.04115","T3M5_THYROID","ACH-002042","PR300","P125","DMSO","-0.0491","0.967"
"AZ-628","1.111","GCIY_STOMACH","ACH-000047","PR500","P105","DMSO","-0.047","0.968"
"AZ-628","0.1235","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000583","PR300","P951.PRN.2","DMSO","-0.0466","0.968"
"AZ-628","0.3704","NCIH2170_LUNG","ACH-000481","PR500","P117","DMSO","-0.0466","0.968"
